Comune,Pop_Comune_2030_Conservativo,Quota Popolazione 2030 Conservativo,EV Stimati (2030 - Conservativo),Domanda Mensile (kWh) - Conservativo,Domanda Annua (kWh) - Conservativo,Domanda Giornaliera (kWh) - Conservativo,Colonnine Necessarie - Conservativo,Comune_nome_match,n_esagoni,EV Stimati (2030 - Conservativo) per esagono,Domanda Giornaliera (kWh) - Conservativo per esagono,Domanda Mensile (kWh) - Conservativo per esagono,Domanda Annua (kWh) - Conservativo per esagono,Colonnine Necessarie - Conservativo per esagono
paderno franciacorta,3658,0.0028948736678081,115.7949467123241,20843.09040821834,250117.0848986201,685.2522873934797,1.233736761465368,paderno franciacorta,5,23.15898934246482,137.05045747869593,4168.618081643668,50023.41697972402,0.2467473522930736
pozzolengo,3602,0.0028505563016524,114.02225206609936,20524.005371897885,246288.0644627746,674.7618204459578,1.2148495939853077,pozzolengo,36,3.167284779613871,18.743383901276605,570.1112603304969,6841.335123965961,0.03374582205514744
artogne,3600,0.0028489735385754,113.9589415430199,20512.609477743583,246151.313732923,674.3871609121178,1.214175052289591,artogne,14,8.139924395929993,48.1705114937227,1465.1863912673987,17582.236695208787,0.0867267894492565
mairano,3537,0.0027991165016504,111.96466006601705,20153.63881188307,241843.66574259684,662.5853855961558,1.1929269888745235,mairano,11,10.178605460547004,60.23503505419598,1832.1489828984609,21985.787794781532,0.10844790807950214
san felice del benaco,3482,0.0027555905170333,110.22362068133204,19840.251722639765,238083.0206716772,652.2822484155539,1.1743770922423211,san felice del benaco,31,3.555600667139743,21.04136285211464,640.0081200851537,7680.097441021845,0.03788313200781681
puegnago del garda,3471,0.0027468853201098,109.875412804395,19777.574304791106,237330.8916574932,650.2216209794335,1.1706671129158808,puegnago del garda,14,7.8482437717425,46.444401498530965,1412.6838789136505,16952.2065469638,0.08361907949399149
azzano mella,3435,0.0027183955847241,108.73582338896482,19572.448210013667,234869.378520164,643.4777493703124,1.158525362392985,azzano mella,10,10.873582338896481,64.34777493703123,1957.2448210013667,23486.9378520164,0.1158525362392985
remedello,3391,0.0026835747970304,107.3429918812168,19321.73853861902,231860.86246342823,635.2352396258309,1.1436854450872231,remedello,28,3.8336782814720287,22.686972843779674,690.062090664965,8280.74508797958,0.04084590875311511
sale marasino,3276,0.0025925659201037,103.70263680414811,18666.47462474666,223997.69549695996,613.6923164300272,1.104899297583528,sale marasino,24,4.320943200172838,25.570513184584467,777.7697760311108,9333.237312373332,0.046037470732646996
ome,3179,0.0025158019108698,100.63207643479451,18113.77375826301,217365.2850991561,595.521329038784,1.0721840253412809,ome,18,5.590670913044139,33.08451827993244,1006.320764347945,12075.84917217534,0.059565779185626715
marone,3128,0.0024754414524067,99.0176580962684,17823.17845732831,213878.14148793972,585.9675109258624,1.0549832121005114,marone,33,3.0005350938263153,17.75659124017765,540.0963168887367,6481.15580266484,0.03196918824547004
serle,3096,0.0024501172431749,98.0046897269971,17640.844150859477,211690.1298103137,579.9729583844212,1.0441905449690485,serle,22,4.4547586239544135,26.362407199291873,801.8565523117944,9622.27862774153,0.047463206589502205
malonno,3020,0.0023899722462494,95.5988898499778,17207.800172996005,206493.60207595205,565.7358960984988,1.0185579605318236,malonno,52,1.8384401894226499,10.879536463432668,330.91923409607705,3971.030809152924,0.019587653087150454
pralboino,2812,0.0022253648862428,89.01459544971443,16022.6271809486,192271.5261713832,526.771304579132,0.948405624177314,pralboino,21,4.238790259510211,25.084347837101525,762.9822467118381,9155.786960542056,0.045162172579872095
berlingo,2769,0.0021913354800876,87.65341920350613,15777.615456631103,189331.38547957325,518.7161246015705,0.9339029777194104,berlingo,6,14.608903200584356,86.45268743359509,2629.6025761051837,31555.230913262207,0.1556504962865684
polpenazze del garda,2743,0.0021707595600868,86.83038240347321,15629.468832625178,187553.6259915021,513.8455506616497,0.9251339356750968,polpenazze del garda,14,6.2021701716766575,36.70325361868926,1116.3906309017984,13396.68757082158,0.06608099540536407
muscoline,2710,0.0021446439693165,85.78575877266219,15441.436579079194,185297.23894895037,507.6636683532886,0.9140039976957754,muscoline,14,6.127554198047299,36.26169059666347,1102.959755648514,13235.51706778217,0.06528599983541253
gargnano,2706,0.0021414784431625,85.65913772650329,15418.644790770591,185023.7374892471,506.9143492856085,0.9126549143043426,gargnano,108,0.7931401641342897,4.693651382274153,142.76522954417214,1713.182754530066,0.008450508465780951
san gervasio bresciano,2693,0.0021311904831621,85.24761932648683,15344.57147876763,184134.8577452116,504.47906231564815,0.908270393282186,san gervasio bresciano,16,5.327976207905427,31.52994139472801,959.0357174229769,11508.428609075725,0.05676689958013662
pavone del mella,2689,0.0021280249570081,85.12099828032792,15321.779690459029,183861.35628550831,503.729743247968,0.9069213098907528,pavone del mella,15,5.674733218688528,33.58198288319787,1021.4519793639353,12257.423752367222,0.06046142065938352
cividate camuno,2669,0.0021121973262383,84.48789304953337,15207.820748916009,182493.8489869921,499.9831479095674,0.9001758929335887,cividate camuno,4,21.121973262383342,124.99578697739184,3801.955187229002,45623.46224674802,0.22504397323339717
gardone riviera,2644,0.002092412787776,83.69651151104017,15065.37207198723,180784.4648638468,495.2999037365665,0.8917441217371331,gardone riviera,33,2.536257924576975,15.009087992017166,456.52642642385547,5478.317117086267,0.027022549143549488
moniga del garda,2635,0.0020852903539295,83.41161415718261,15014.09054829287,180169.08657951443,493.6139358342861,0.8887086841064089,moniga del garda,23,3.6265919198775047,21.461475471055916,652.7865455779508,7833.43854693541,0.038639508004626476
polaveno,2470,0.0019547124000781,78.18849600312754,14073.929280562958,168887.15136675548,462.7045242924808,0.8330589942098027,polaveno,9,8.687610667014171,51.41161381027565,1563.769920062551,18765.23904075061,0.09256211046775585
berzo inferiore,2462,0.0019483813477702,77.93525391080972,14028.34570394575,168340.148447349,461.2058861571205,0.830360827426937,berzo inferiore,29,2.687422548648611,15.90365124679726,483.73605875674997,5804.832705081,0.028633131980239205
orzivecchi,2458,0.0019452158216162,77.8086328646508,14005.553915637143,168066.64698764574,460.4565670894404,0.8290117440355042,orzivecchi,8,9.72607910808135,57.55707088618005,1750.694239454643,21008.330873455718,0.10362646800443802
borno,2448,0.0019373020062313,77.49208024925353,13948.574444865637,167382.89333838763,458.5832694202401,0.825639035556922,borno,30,2.5830693416417843,15.286108980674669,464.9524814955212,5579.429777946254,0.02752130118523073
bassano bresciano,2346,0.001856581089305,74.2632435722013,13367.383842996234,160408.6061159548,439.4756331943967,0.7912374090753835,bassano bresciano,15,4.950882904813421,29.298375546293116,891.1589228664157,10693.907074396988,0.05274916060502557
alfianello,2343,0.0018542069446895,74.16827778758211,13350.29000176478,160203.48002117738,438.9136438936367,0.7902255965318089,alfianello,25,2.9667311115032846,17.556545755745468,534.0116000705913,6408.139200847096,0.03160902386127236
barbariga,2342,0.001853415563151,74.13662252604239,13344.59205468763,160135.10465625155,438.7263141267166,0.7898883256839506,barbariga,13,5.702817117387876,33.748178009747434,1026.5070811298176,12318.084973557812,0.06076064043722697
capo di ponte,2335,0.0018478758923816,73.9150356952643,13304.706425147571,159656.47710177087,437.4150057582764,0.7875274297489431,capo di ponte,28,2.639822703402296,15.621964491367013,475.1680866124133,5702.01703934896,0.028125979633890824
angolo terme,2318,0.0018344224062272,73.37689624908893,13207.841324836008,158494.09589803207,434.23039972063583,0.7817938253353534,angolo terme,38,1.9309709539233928,11.427115782121996,347.57477170621075,4170.897260474529,0.020573521719351406
paitone,2192,0.001734708332377,69.38833329508323,12489.89999311498,149878.79991737977,410.6268490887117,0.7392976985052178,paitone,9,7.7098148105648034,45.6252054543013,1387.7666659016643,16653.199990819976,0.08214418872280198
caino,2172,0.0017188807016072,68.75522806428867,12375.94105157196,148511.29261886352,406.880253750311,0.7325522815480532,caino,17,4.044425180252275,23.934132573547707,727.9965324454093,8735.958389344913,0.043091310679297244
gianico,2138,0.0016919737292984,67.67894917193793,12182.210850948828,146186.53021138592,400.5110416750299,0.7210850727208737,gianico,32,2.1149671616230603,12.515970052344684,380.6940890921509,4568.32906910581,0.022533908522527304
tremosine sul garda,2079,0.0016452822185273,65.81128874109399,11846.031973396915,142152.383680763,389.458585426748,0.7011860926972387,tremosine sul garda,96,0.6855342577197291,4.0568602648619585,123.3961663895512,1480.7539966746147,0.00730402179892957
bovegno,2027,0.0016041303785257,64.16521514102814,11549.738725385065,138596.8647046208,379.7174375469063,0.6836480086086114,bovegno,75,0.8555362018803753,5.062899167292084,153.99651633846753,1847.9581960616106,0.009115306781448153
collio,2001,0.0015835544585248,63.342178340995225,11401.59210137914,136819.1052165497,374.8468636069855,0.6748789665642978,collio,72,0.879752476958267,5.20620643898591,158.35544585248806,1900.2653502298572,0.009373318980059692
fiesse,2001,0.0015835544585248,63.342178340995225,11401.59210137914,136819.1052165497,374.8468636069855,0.6748789665642978,fiesse,15,4.222811889399682,24.989790907132367,760.1061400919426,9121.273681103314,0.04499193110428652
visano,1992,0.0015764320246784,63.05728098713767,11350.31057768478,136203.72693221737,373.1608957047051,0.6718435289335737,visano,15,4.2038187324758445,24.87739304698034,756.687371845652,9080.248462147825,0.04478956859557158
niardo,1954,0.0015463595262157,61.85438104862802,11133.788588753045,133605.4630650365,366.0423645617439,0.6590272367149613,niardo,28,2.209085037451001,13.072941591490855,397.63530674118016,4771.623680894161,0.023536687025534332
sulzano,1950,0.0015431940000617,61.727760002469104,11110.996800444438,133331.96160533326,365.2930454940637,0.6576781533235284,sulzano,15,4.115184000164607,24.352869699604245,740.7331200296292,8888.79744035555,0.04384521022156856
malegno,1940,0.0015352801846767,61.41120738707183,11054.01732967293,132648.20795607514,363.4197478248634,0.6543054448449462,malegno,11,5.582837035188349,33.0381588931694,1004.9106663339027,12058.92799600683,0.059482313167722387
soiano del lago,1936,0.0015321146585228,61.28458634091293,11031.225541364329,132374.70649637192,362.67042875718334,0.6529563614535134,soiano del lago,6,10.214097723485489,60.44507145953056,1838.5375902273881,22062.451082728654,0.10882606024225223
odolo,1927,0.0015249922246763,60.99968898705537,10979.944017669966,131759.3282120396,360.98446085490303,0.6499209238227894,odolo,10,6.099968898705537,36.0984460854903,1097.9944017669966,13175.93282120396,0.06499209238227895
corteno golgi,1920,0.0015194525539069,60.77810215627728,10940.05838812991,131280.70065755892,359.6731524864628,0.6475600278877819,corteno golgi,99,0.6139202238007806,3.6330621463279074,110.5056402841405,1326.067683409686,0.006541010382704868
idro,1888,0.0014941283446751,59.76513378700599,10757.724081661076,129092.68897993292,353.6785999450217,0.6367673607563188,idro,34,1.7577980525589998,10.402311763088873,316.4036494606199,3796.8437935274387,0.018728451786950553
ceto,1782,0.0014102419015948,56.40967606379485,10153.741691483072,121844.90029779686,333.8216446514983,0.6010166508833475,ceto,42,1.3430875253284487,7.948134396464245,241.75575455912076,2901.069054709449,0.014309920259127322
milzano,1758,0.001391248744671,55.64994978684138,10016.990961631447,120203.8915395774,329.3257302454175,0.5929221505347503,milzano,15,3.709996652456092,21.955048683027833,667.7993974420965,8013.59276930516,0.03952814336898335
ponte di legno,1748,0.0013833349292861,55.333397171444105,9960.01149085994,119520.13789031928,327.4524325762172,0.5895494420561681,ponte di legno,122,0.45355243583150906,2.684036332591944,81.63943844967164,979.6732613960597,0.00483237247587023
brandico,1742,0.0013785866400551,55.14346560220574,9925.823808397032,119109.88570076438,326.3284539746969,0.5875258169690187,brandico,13,4.241805046323519,25.102188767284378,763.5249083382332,9162.298900058799,0.04519429361300144
agnosine,1662,0.0013152761169756,52.61104467902752,9469.988042224952,113639.85650669943,311.3420726210944,0.5605441491403612,agnosine,16,3.28819029243922,19.4588795388184,591.8742526390595,7102.491031668715,0.035034009321272576
monte isola,1629,0.0012891605262054,51.5664210482165,9281.95578867897,111383.46946414764,305.1601903127333,0.54941421116104,monte isola,17,3.033318885189206,17.950599430160782,545.997399334057,6551.968792008684,0.03231848300947294
lodrino,1625,0.0012859950000514,51.4398000020576,9259.164000370369,111109.9680044444,304.4108712450532,0.5480651277696071,lodrino,25,2.057592000082304,12.176434849802128,370.36656001481475,4444.398720177775,0.021922605110784286
casto,1615,0.0012780811846665,51.12324738666032,9202.184529598857,110426.21435518628,302.53757357585283,0.544692419291025,casto,42,1.2172201758728647,7.203275561329829,219.09963165711565,2629.195579885388,0.012968867125976785
acquafredda,1533,0.00121318789851,48.52751594040264,8734.952869272474,104819.43443126968,287.17653268841013,0.5170362097666509,acquafredda,14,3.4662511386001884,20.51260947774358,623.9252049480339,7487.102459376406,0.036931157840475064
berzo demo,1513,0.0011973602677402,47.89441070960809,8620.993927729456,103451.92713275348,283.42993735000954,0.5102907928094865,berzo demo,17,2.81731827703577,16.672349255882914,507.11728986643857,6085.407478397264,0.03001710545938156
maclodio,1494,0.0011823240185088,47.29296074035326,8512.732933263587,102152.79519916304,279.8706717785289,0.5038826467001803,maclodio,10,4.729296074035326,27.98706717785289,851.2732933263587,10215.279519916305,0.050388264670018036
preseglie,1483,0.0011736188215854,46.94475286341625,8450.055515414924,101400.66618497908,277.81004434240845,0.5001726673737398,preseglie,20,2.3472376431708124,13.890502217120423,422.5027757707462,5070.0333092489545,0.02500863336868699
ossimo,1478,0.0011696619138929,46.78647655571761,8421.56578002917,101058.78936035004,276.8733955078083,0.4984863131344487,ossimo,28,1.670945591275629,9.888335553850297,300.7702064296132,3609.2424771553588,0.017803082611944597
vezza d'oglio,1472,0.0011649136246619,46.596544986479245,8387.378097566265,100648.53717079516,275.74941690628816,0.4964626880472995,vezza d'oglio,58,0.8033887066634352,4.754300291487727,144.60996719941835,1735.31960639302,0.008559701518056888
cigole,1460,0.0011554170462,46.21668184800252,8319.002732640452,99828.03279168544,273.50145970324775,0.4924154378730008,cigole,16,2.8885426155001577,17.093841231452984,519.9376707900283,6239.25204948034,0.03077596486706255
pezzaze,1459,0.0011546256646615,46.18502658646278,8313.304785563301,99759.65742675962,273.31412993632773,0.4920781670251426,pezzaze,34,1.3583831348959643,8.038650880480228,244.50896428127356,2934.107571375283,0.01447288726544537
corzano,1436,0.0011364238892762,45.45695557104904,8182.252002788828,98187.02403346592,269.0055452971669,0.4843209375244034,corzano,15,3.030463704736603,17.933703019811126,545.4834668525885,6545.801602231061,0.03228806250162689
seniga,1416,0.0011205962585063,44.823850340254495,8068.293061245809,96819.51673494972,265.2589499587664,0.4775755205672393,seniga,22,2.037447742738841,12.057224998125745,366.74059369299135,4400.8871243158965,0.021707978207601786
vallio terme,1413,0.0011182221138908,44.72888455563531,8051.199220014356,96614.39064017226,264.6969606580062,0.4765637080236645,vallio terme,20,2.2364442277817655,13.234848032900311,402.5599610007178,4830.719532008613,0.023828185401183224
sellero,1394,0.0011031858646595,44.12743458638048,7942.938225548487,95315.25870658184,261.1376950865256,0.4701555619143583,sellero,15,2.9418289724253652,17.409179672435037,529.5292150365658,6354.350580438789,0.03134370412762389
villachiara,1369,0.0010834013261971,43.33605304788729,7800.489548619712,93605.87458343654,256.4544509135248,0.4617237907179028,villachiara,26,1.6667712710725882,9.863632727443262,300.01882879306584,3600.22594551679,0.017758607335303954
bione,1312,0.001038292578503,41.53170314012281,7475.706565222105,89708.47878266526,245.7766541990829,0.4424993523899843,bione,14,2.9665502242944863,17.555475299934493,533.9790403730075,6407.74848447609,0.03160709659928459
sonico,1210,0.0009575716615767,38.30286646307058,6894.515963352705,82734.19156023246,226.6690179732396,0.4080977259084459,sonico,79,0.484846410924944,2.8692280756106276,87.27235396648993,1047.2682475978793,0.005165793998841087
tavernole sul mella,1209,0.0009567802800382,38.271211201530846,6888.8180162755525,82665.81619530663,226.48168820631955,0.4077604550605876,tavernole sul mella,28,1.3668289714832444,8.08863172165427,246.029214866984,2952.3505784038084,0.014562873395020987
tignale,1164,0.000921168110806,36.8467244322431,6632.410397803758,79588.92477364509,218.05184869491805,0.3925832669069677,tignale,63,0.5848686417816366,3.4611404554748897,105.27635552069458,1263.3162662483348,0.006231480427094725
barghe,1143,0.0009045490984977,36.18196393990882,6512.753509183587,78153.04211020304,214.11792358959732,0.3855005791019451,barghe,1,36.18196393990882,214.11792358959732,6512.753509183587,78153.04211020304,0.3855005791019451
temù,1137,0.0008998008092667,35.99203237067045,6478.565826720681,77742.78992064817,212.9939449880772,0.3834769540147958,temù,87,0.4137015215019592,2.4482062642307723,74.46627387035265,893.5952864442318,0.0044077810806298365
limone sul garda,1133,0.0008966352831127,35.86541132451154,6455.774038412077,77469.28846094492,212.24462592039703,0.3821278706233629,limone sul garda,25,1.4346164529804617,8.489785036815881,258.2309615364831,3098.771538437797,0.015285114824934515
cedegolo,1100,0.0008705196923425,34.820787693700524,6267.741784866094,75212.90141839313,206.062743612036,0.3709979326440417,cedegolo,3,11.606929231233508,68.687581204012,2089.2472616220316,25070.967139464377,0.1236659775480139
zone,1026,0.000811957458494,32.47829833976067,5846.09370115692,70153.12441388305,192.2003408599536,0.3460398899025335,zone,25,1.2991319335904268,7.688013634398144,233.8437480462768,2806.124976555322,0.01384159559610134
ono san pietro,971,0.0007684314738768,30.73725895507565,5532.706611913616,66392.4793429634,181.89720367935175,0.3274899932703314,ono san pietro,20,1.5368629477537825,9.094860183967587,276.6353305956808,3319.62396714817,0.01637449966351657
provaglio val sabbia,876,0.00069325022772,27.730009108801507,4991.401639584271,59896.819675011255,164.10087582194865,0.2954492627238005,provaglio val sabbia,22,1.2604549594909775,7.459130719179484,226.88189270837594,2722.5827125005117,0.013429511941990933
cevo,820,0.0006489328615644,25.957314462576758,4672.316603263816,56067.79923916579,153.6104088744268,0.2765620952437401,cevo,71,0.36559597834615154,2.1635268855553074,65.80727610230727,789.6873132276871,0.003895240778080846
saviore dell'adamello,799,0.000632313849256,25.29255397024247,4552.659714643644,54631.916575723735,149.6764837691061,0.2694794074387175,saviore dell'adamello,117,0.21617567495933734,1.279286186060736,38.91162149268072,466.9394579121687,0.002303242798621517
mura,781,0.0006180689815631,24.72275926252737,4450.096667254927,53401.16000705912,146.30454796454555,0.2634085321772696,mura,17,1.454279956619257,8.606149880267385,261.77039219146627,3141.2447062975953,0.01549461953983939
brione,753,0.0005959102984853,23.836411939414997,4290.554149094699,51486.64978913638,141.0593144907846,0.2539649484372394,brione,5,4.767282387882999,28.21186289815692,858.1108298189398,10297.329957827276,0.05079298968744787
braone,693,0.0005484274061757,21.937096247031327,3948.677324465639,47384.12789358766,129.81952847558264,0.2337286975657462,braone,17,1.2904174262959605,7.636442851504861,232.27513673327286,2787.301640799274,0.01374874691563213
cerveno,662,0.0005238945784824,20.95578313929977,3772.0409650739584,45264.4915808875,124.01230570106163,0.2232733012821414,cerveno,31,0.6759930044935409,4.000396958098762,121.67874080883738,1460.1448897060484,0.007202364557488432
marmentino,660,0.0005223118154055,20.89247261622032,3760.645070919657,45127.74085103588,123.6376461672216,0.222598759586425,marmentino,32,0.652889769256885,3.863676442725675,117.52015846623928,1410.2419015948713,0.006956211237075781
losine,628,0.0004969876061737,19.879504246949026,3578.3107644508245,42939.7291734099,117.64309362578054,0.2118060924549619,losine,7,2.839929178135575,16.806156232254363,511.1872520644035,6134.247024772842,0.0302580132078517
vione,626,0.0004954048430967,19.81619372386957,3566.9148702965226,42802.97844355827,117.26843409194046,0.2111315507592455,vione,50,0.3963238744773914,2.345368681838809,71.33829740593045,856.0595688711654,0.00422263101518491
paspardo,582,0.000460584055403,18.42336221612155,3316.205198901879,39794.46238682255,109.02592434745902,0.1962916334534838,paspardo,14,1.3159544440086821,7.787566024818502,236.8717999215628,2842.461599058754,0.014020830960963128
pertica bassa,558,0.0004415908984792,17.663635939168085,3179.4544690502557,38153.45362860306,104.53000994137824,0.1881971331048866,pertica bassa,28,0.6308441406845745,3.7332146407635087,113.55194532322342,1362.6233438786808,0.006721326182317378
pertica alta,558,0.0004415908984792,17.663635939168085,3179.4544690502557,38153.45362860306,104.53000994137824,0.1881971331048866,pertica alta,22,0.8028925426894584,4.751364088244466,144.52065768410253,1734.2478922092303,0.008554415141131208
longhena,552,0.0004368426092482,17.473704369929717,3145.266786587349,37743.20143904819,103.40603133985806,0.1861735080177373,longhena,7,2.496243481418531,14.772290191408294,449.3238266553356,5391.8859198640275,0.026596215431105328
cimbergo,536,0.0004241805046323,16.967220185294074,3054.0996333529333,36649.1956002352,100.40875506913754,0.1807771744520058,cimbergo,28,0.6059721494747884,3.586026966754912,109.0749869054619,1308.899842865543,0.006456327659000207
monno,515,0.0004075614923239,16.30245969295979,2934.442744732762,35213.31293679315,96.47482996381684,0.1736944866469831,monno,34,0.4794841086164644,2.8374949989357896,86.3071395509636,1035.6856746115632,0.005108661371970091
treviso bresciano,514,0.0004067701107855,16.270804431420064,2928.744797655612,35144.93757186734,96.2875001968968,0.1733572157991249,treviso bresciano,25,0.6508321772568025,3.851500007875872,117.14979190622448,1405.7975028746937,0.006934288631964995
lavenone,488,0.0003861941907846,15.447767631387142,2780.5981736496856,33367.17808379623,91.41692625697596,0.1645881737548112,lavenone,54,0.28606977095161373,1.692906041795851,51.492558771290476,617.9107052554857,0.0030479291436076145
anfo,449,0.0003553303107834,14.21321243133776,2558.3782376407967,30700.53885168956,84.1110653470947,0.1514346106883407,anfo,27,0.5264152752347319,3.1152246424849888,94.75474954225173,1137.0569945070206,0.005608689284753359
lozio,354,0.0002801490646265,11.205962585063624,2017.0732653114524,24204.87918373743,66.3147374896916,0.1193938801418098,lozio,32,0.35018633078323824,2.0723355465528623,63.033539540982886,756.4024744917947,0.003731058754431556
incudine,345,0.0002730266307801,10.921065231206072,1965.7917416170933,23589.50089940512,64.62876958741128,0.1163584425110858,incudine,36,0.30336292308905755,1.7952435996503135,54.60532615603037,655.2639138723645,0.0032321789586412723
capovalle,340,0.0002690697230876,10.762788923507436,1937.3020062313385,23247.62407477606,63.69212075281112,0.1146720882717947,capovalle,34,0.3165526153972775,1.8732976692003271,56.97947077150996,683.7536492581194,0.003372708478582197
paisco loveno,173,0.0001369090061593,5.4763602463729,985.744844347122,11828.938132165466,32.40804967716566,0.058347856679472,paisco loveno,55,0.0995701862976891,0.5892372668575574,17.922633533584037,215.07160240300846,0.0010608701214449455
valvestino,168,0.0001329520984668,5.3180839386742615,957.2551089613672,11487.061307536404,31.47140084256549,0.0566615024401809,valvestino,41,0.1297093643579088,0.7675951425015973,23.34768558442359,280.172227013083,0.0013819878643946562
irma,133,0.0001052537446195,4.21014978478379,757.8269612610823,9093.923535132988,24.914859000364352,0.0448570227651432,irma,6,0.7016916307972983,4.152476500060725,126.30449354351371,1515.6539225221647,0.0074761704608572
magasa,107,8.467782461877173e-05,3.3871129847508694,609.6803372551565,7316.164047061878,20.0442850604435,0.0360879807208295,magasa,18,0.18817294359727052,1.113571392246861,33.87112984750869,406.4535581701043,0.002004887817823861
