Comune,Pop_tot,Quota Popolazione,EV Stimati (Attuali),Domanda Mensile (kWh) - Attuali,Domanda Annua (kWh) - Attuali,Domanda Giornaliera (kWh) - Attuali,Colonnine Necessarie - Attuali,Comune_nome_match,n_esagoni,EV Stimati (Attuali) per esagono,Domanda Giornaliera (kWh) - Attuali per esagono,Domanda Mensile (kWh) - Attuali per esagono,Domanda Annua (kWh) - Attuali per esagono,Colonnine Necessarie - Attuali per esagono
paderno franciacorta,3640,0.0028950327918137,28.95032791813738,5211.059025264728,62532.70830317674,171.32248850185408,0.3084511442266751,paderno franciacorta,5,5.7900655836274755,34.26449770037082,1042.2118050529457,12506.541660635348,0.06169022884533502
pozzolengo,3584,0.0028504938257858,28.504938257858345,5130.888886414502,61570.66663697403,168.6867579095179,0.3037057420078032,pozzolengo,36,0.7918038404960651,4.685743275264386,142.52469128929172,1710.2962954715008,0.008436270611327866
artogne,3582,0.0028489031484276,28.48903148427695,5128.025667169851,61536.308006038205,168.59262467407729,0.3035362633571291,artogne,14,2.0349308203054965,12.042330333862663,366.28754765498934,4395.450571859872,0.021681161668366363
mairano,3519,0.0027987968116463,27.987968116463037,5037.834260963346,60454.01113156015,165.62742775769905,0.2981976858608982,mairano,11,2.544360737860276,15.05703888706355,457.9849328148497,5495.819193778196,0.027108880532808924
san felice del benaco,3465,0.0027558485229765,27.55848522976539,4960.527341357771,59526.32809629325,163.08583040080342,0.2936217622927003,san felice del benaco,31,0.888983394508561,5.260833238735594,160.017011011541,1920.2041321384918,0.00947166975137743
puegnago del garda,3454,0.0027470997975067,27.47099797506772,4944.77963551219,59337.35562614628,162.5680976058802,0.2926896297139933,puegnago del garda,14,1.962214141076266,11.612006971848587,353.19854539372784,4238.3825447247345,0.020906402122428093
azzano mella,3418,0.0027184676050602,27.18467605060263,4893.241689108473,58718.90026930168,160.8736993679498,0.2896390140018614,azzano mella,10,2.7184676050602627,16.08736993679498,489.32416891084733,5871.8900269301685,0.028963901400186138
remedello,3374,0.0026834727031811,26.83472703181196,4830.250865726152,57963.01038871383,158.80276818825706,0.2859104836870334,remedello,28,0.9583831082789985,5.6715274352948954,172.50895949021972,2070.107513882637,0.010211088703108337
sale marasino,3260,0.0025928040937672,25.92804093767249,4667.047368781048,56004.56842537258,153.43717376814405,0.2762502005986156,sale marasino,24,1.080335039069687,6.393215573672669,194.46030703254368,2333.523684390524,0.011510425024942317
ome,3163,0.0025156562418974,25.15656241897487,4528.181235415477,54338.17482498573,148.87171184927595,0.2680304860409267,ome,18,1.3975868010541594,8.270650658293109,251.56562418974875,3018.787490276985,0.014890582557829261
marone,3112,0.0024750939692649,24.75093969264932,4455.169144676878,53462.02973612254,146.4713143455412,0.2637087804487398,marone,33,0.7500284755348279,4.438524677137612,135.00512559626904,1620.0615071552284,0.007991175165113327
serle,3081,0.0024504384702137,24.504384702137717,4410.789246384788,52929.47095661746,145.01224919621222,0.2610818613632928,serle,22,1.1138356682789872,6.591465872555101,200.49042029021766,2405.8850434826118,0.011867357334695128
malonno,3005,0.0023899927306044,23.89992730604473,4301.986915088051,51623.842981056616,141.43518624947018,0.2546416726376809,malonno,52,0.4596139866547064,2.7199074278744266,82.73051759784714,992.7662111741657,0.004896955243032325
pralboino,2798,0.002225357624037,22.253576240370435,4005.643723266679,48067.72467920014,131.69239638137023,0.2371006322929221,pralboino,21,1.0596941066843064,6.271066494350963,190.7449392031752,2288.9392704381016,0.011290506299662958
berlingo,2755,0.002191158060837,21.911580608370464,3944.0845095066834,47329.0141140802,129.6685318193978,0.2334568413034312,berlingo,6,3.6519301013950773,21.611421969899634,657.3474182511139,7888.169019013367,0.038909473550571866
polpenazze del garda,2729,0.0021704792551812,21.704792551812336,3906.8626593262206,46882.35191191465,128.44479975867029,0.2312536188446693,polpenazze del garda,14,1.5503423251294526,9.174628554190734,279.0616185233015,3348.739422279618,0.016518115631762094
muscoline,2697,0.002145028417451,21.45028417451003,3861.0511514118057,46332.61381694167,126.938667991621,0.2285419604338853,muscoline,14,1.532163155322145,9.067047713687215,275.78936795798614,3309.472415495834,0.01632442574527752
gargnano,2693,0.0021418470627347,21.418470627347244,3855.324712922504,46263.896555070045,126.75040152073984,0.2282030031325373,gargnano,108,0.19831917247543743,1.1736148288957393,35.697451045578745,428.3694125469449,0.002112990769745716
san gervasio bresciano,2680,0.0021315076599068,21.315076599068178,3836.713787832272,46040.56545398726,126.13853549037606,0.2271013919031563,san gervasio bresciano,16,1.332192287441761,7.883658468148504,239.794611739517,2877.535340874204,0.01419383699394727
pavone del mella,2676,0.0021283263051905,21.283263051905397,3830.987349342971,45971.84819211565,125.95026901949493,0.2267624346018083,pavone del mella,15,1.4188842034603597,8.396684601299661,255.39915662286472,3064.7898794743764,0.015117495640120554
cividate camuno,2656,0.0021124195316091,21.12419531609145,3802.355156896461,45628.261882757535,125.00893666508914,0.2250676480950684,cividate camuno,4,5.281048829022862,31.252234166272284,950.5887892241152,11407.065470689384,0.0562669120237671
gardone riviera,2631,0.0020925360646324,20.925360646324027,3766.564916338325,45198.778996059904,123.83227122208191,0.2229491649616435,gardone riviera,33,0.6341018377673947,3.7524930673358154,114.13833079813107,1369.6599695775728,0.006756035301867984
moniga del garda,2622,0.0020853780165207,20.85378016520775,3753.680429737394,45044.165156848736,123.40867166259928,0.2221865110336104,moniga del garda,23,0.9066860941394673,5.365594420113012,163.2034969451041,1958.4419633412494,0.009660283088417843
polaveno,2458,0.0019549424731533,19.549424731533428,3518.896451676017,42226.75742011221,115.6897463564718,0.2082892616783426,polaveno,9,2.172158303503714,12.8544162618302,390.9884946306686,4691.861935568024,0.023143251297593623
berzo inferiore,2450,0.0019485797637207,19.485797637207853,3507.4435746974136,42089.32289636896,115.31321341470948,0.2076113470756466,berzo inferiore,29,0.6719240564554432,3.976317703955499,120.94633016197977,1451.3559619437574,0.007159011968125745
orzivecchi,2446,0.0019453984090045,19.453984090045065,3501.717136208112,42020.60563449734,115.12494694382832,0.2072723897742987,orzivecchi,8,2.431748011255633,14.39061836797854,437.714642026014,5252.5757043121675,0.02590904872178734
borno,2436,0.0019374450222138,19.37445022213809,3487.401039984856,41848.81247981828,114.65428076662542,0.2064249965209287,borno,30,0.6458150074046031,3.821809358887514,116.24670133282854,1394.960415993943,0.00688083321736429
bassano bresciano,2334,0.0018563204769486,18.56320476948699,3341.376858507658,40096.5223020919,109.85348575915587,0.1977815853365548,bassano bresciano,15,1.237546984632466,7.3235657172770585,222.75845723384387,2673.1014868061266,0.013185439022436986
alfianello,2331,0.0018539344609114,18.5393446091149,3337.082029640682,40044.98435568818,109.71228590599502,0.1975273673605438,alfianello,25,0.741573784364596,4.388491436239801,133.48328118562728,1601.7993742275273,0.007901094694421752
barbariga,2330,0.0018531391222324,18.531391222324203,3335.6504200183563,40027.80504022028,109.66521928827474,0.1974426280352068,barbariga,13,1.425491632486477,8.435786099098056,256.58849384756587,3079.0619261707907,0.015187894464246676
capo di ponte,2323,0.0018475717514789,18.475717514789324,3325.629152662078,39907.54983194494,109.33575296423273,0.1968494527578478,capo di ponte,28,0.6598470540996187,3.9048483201511686,118.77246973793136,1425.2696368551765,0.007030337598494564
angolo terme,2306,0.0018340509939347,18.340509939347477,3301.291789082545,39615.501468990544,108.5356204629878,0.1954088842271188,angolo terme,38,0.482644998403881,2.856200538499679,86.87609971269856,1042.5131965523826,0.005142339058608389
paitone,2181,0.001734633659051,17.346336590510337,3122.3405862918607,37468.08703550233,102.6522932479516,0.184816468559994,paitone,9,1.9273707322789262,11.405810360883512,346.9267318102068,4163.120781722481,0.020535163173332666
caino,2161,0.0017187268854696,17.187268854696395,3093.708393845351,37124.500726144215,101.7109608935458,0.183121682053254,caino,17,1.0110158149821409,5.982997699620341,181.98284669678537,2183.7941603614245,0.01077186365019141
gianico,2127,0.0016916853703812,16.916853703812695,3045.033666686285,36540.404000235416,100.11069589105594,0.1802405449917961,gianico,32,0.5286516782441467,3.128459246595498,95.1573020839464,1141.8876250073567,0.005632517030993628
tremosine sul garda,2069,0.0016455557269952,16.455557269952262,2962.0003085914072,35544.00370309689,97.38083206327914,0.1753256641222501,tremosine sul garda,96,0.17141205489533606,1.0143836673258244,30.85416988116049,370.2500385739259,0.0018263090012734385
bovegno,2017,0.0016041981156836,16.041981156836016,2887.556608230483,34650.6792987658,94.9333679418241,0.1709192192047262,bovegno,75,0.21389308209114688,1.2657782392243213,38.50075477640644,462.0090573168773,0.0022789229227296827
collio,1991,0.0015835193100277,15.835193100277891,2850.3347580500204,34204.01709660025,93.70963588109656,0.1687159967459643,collio,72,0.2199332375038596,1.3015227205707856,39.58798275069473,475.05579300833676,0.0023432777325828377
fiesse,1991,0.0015835193100277,15.835193100277891,2850.3347580500204,34204.01709660025,93.70963588109656,0.1687159967459643,fiesse,15,1.0556795400185262,6.247309058739771,190.0223172033347,2280.2678064400166,0.01124773311639762
visano,1982,0.0015763612619161,15.763612619161618,2837.450271449092,34049.403257389095,93.28603632161396,0.1679533428179313,visano,15,1.050907507944108,6.219069088107598,189.16335142993947,2269.960217159273,0.01119688952119542
niardo,1944,0.0015461383921115,15.461383921115129,2783.0491058007237,33396.58926960868,91.49750484824295,0.1647332484551253,niardo,28,0.5521922828969689,3.2677680302943912,99.39461092145442,1192.7353310574529,0.005883330301968761
sulzano,1940,0.0015429570373952,15.42957037395234,2777.322667311421,33327.87200773705,91.3092383773618,0.1643942911537773,sulzano,15,1.0286380249301559,6.087282558490786,185.15484448742805,2221.8581338491367,0.010959619410251819
malegno,1930,0.0015350036506045,15.350036506045369,2763.0065710881663,33156.078853058,90.8385722001589,0.1635468979004073,malegno,11,1.3954578641859425,8.258052018196263,251.18241555346967,3014.188986641637,0.014867899809127937
soiano del lago,1926,0.0015318222958882,15.31822295888258,2757.2801325988644,33087.361591186374,90.65030572927772,0.1632079405990593,soiano del lago,6,2.5530371598137633,15.108384288212953,459.5466887664774,5514.560265197729,0.02720132343317655
odolo,1917,0.0015246642477766,15.246642477766308,2744.3956459979354,32932.74775197523,90.22670616979516,0.1624452866710264,odolo,10,1.5246642477766308,9.022670616979516,274.4395645997935,3293.274775197523,0.016244528667102638
corteno golgi,1910,0.0015190968770231,15.190968770231429,2734.374378641657,32812.49254369989,89.89723984575312,0.1618521113936674,corteno golgi,99,0.15344412899223667,0.90805292773488,27.619943218602597,331.4393186232312,0.0016348698120572465
idro,1879,0.0014944413779719,14.944413779719818,2689.9944803495678,32279.933764194808,88.43817469642413,0.1592251923082204,idro,34,0.43954158175646524,2.601122785188945,79.11748471616376,949.4098165939649,0.0046830938914182475
ceto,1773,0.0014101354779905,14.101354779905927,2538.243860383067,30458.926324596803,83.44911321807344,0.1502428238224986,ceto,42,0.33574654237871254,1.9868836480493675,60.434377628168264,725.2125315380191,0.003577210091011871
milzano,1749,0.0013910473496929,13.910473496929196,2503.885229447256,30046.622753367064,82.31951439278647,0.1482090800144106,milzano,15,0.9273648997952797,5.487967626185765,166.9256819631504,2003.1081835578043,0.009880605334294041
ponte di legno,1739,0.0013830939629022,13.830939629022229,2489.569133224001,29874.82959868801,81.84884821558359,0.1473616867610406,ponte di legno,122,0.1133683576149363,0.6708921984883901,20.40630437068853,244.8756524482624,0.0012078826783691854
brandico,1733,0.0013783219308278,13.783219308278044,2480.979475490048,29771.753705880576,81.56644850926185,0.1468532508090186,brandico,13,1.060247639098311,6.274342193020142,190.84457503769602,2290.1349004523518,0.011296403908386045
agnosine,1654,0.0013154901751812,13.154901751812975,2367.882315326336,28414.587783916028,77.84818570935899,0.1401588441073958,agnosine,16,0.822181359488311,4.865511606834937,147.992644707896,1775.9117364947517,0.008759927756712237
monte isola,1621,0.0012892439987719,12.89243998771997,2320.6391977895946,27847.67037347513,76.29498732458941,0.1373624463712748,monte isola,17,0.758378822807057,4.487940430858201,136.50818810527028,1638.098257263243,0.008080143904192635
lodrino,1617,0.0012860626440557,12.860626440557182,2314.9127593002927,27778.953111603518,76.10672085370825,0.1370234890699268,lodrino,25,0.5144250576222873,3.04426883414833,92.5965103720117,1111.1581244641407,0.005480939562797073
casto,1607,0.001278109257265,12.781092572650213,2300.596663077038,27607.159956924457,75.63605467650537,0.1361760958165568,casto,42,0.30431172792024314,1.8008584446786993,54.776111025643765,657.3133323077252,0.0032422879956323044
acquafredda,1525,0.0012128914855813,12.12891485581305,2183.2046740463493,26198.45608855619,71.77659202344162,0.1292274711389229,acquafredda,14,0.8663510611295037,5.12689943024583,155.94319100331066,1871.318292039728,0.009230533652780207
berzo demo,1505,0.0011969847119999,11.969847119999107,2154.57248159984,25854.869779198078,70.83525966903582,0.1275326846321829,berzo demo,17,0.7041086541175945,4.166779980531519,126.73955774116706,1520.8746928940045,0.007501922625422523
maclodio,1487,0.0011826686157766,11.826686157766565,2128.803508397981,25545.64210077577,69.98806055007061,0.1260073767761169,maclodio,10,1.1826686157766564,6.998806055007061,212.88035083979813,2554.564210077577,0.01260073767761169
preseglie,1476,0.0011739198903068,11.739198903068894,2113.055802552401,25356.66963062881,69.47032775514744,0.12507524419741,preseglie,20,0.5869599451534447,3.473516387757372,105.65279012762005,1267.8334815314406,0.006253762209870501
ossimo,1471,0.0011699431969115,11.699431969115407,2105.897754440773,25270.77305328928,69.23499466654597,0.124651547570725,ossimo,28,0.41783685603983595,2.4726783809480706,75.21063408717046,902.5276090460457,0.00445184098466875
vezza d'oglio,1465,0.0011651711648371,11.651711648371228,2097.308096706821,25167.69716048185,68.95259496022425,0.124143111618703,vezza d'oglio,58,0.2008915801443315,1.1888378441417973,36.16048442597967,433.92581311175604,0.0021403984761845345
cigole,1453,0.0011556271006882,11.55627100688286,2080.128781238915,24961.545374866982,68.38779554758078,0.123126239714659,cigole,16,0.7222669379301787,4.274237221723799,130.0080488274322,1560.0965859291864,0.007695389982166187
pezzaze,1452,0.0011548317620092,11.548317620092163,2078.697171616589,24944.36605939907,68.34072892986048,0.123041500389322,pezzaze,34,0.339656400590946,2.0100214391135434,61.13815210637026,733.6578252764433,0.0036188676585094705
corzano,1429,0.0011365389723906,11.36538972390613,2045.7701503031035,24549.24180363724,67.2581967222938,0.121092495906571,corzano,15,0.7576926482604087,4.483879781486253,136.38467668687358,1636.6161202424826,0.008072833060438066
seniga,1409,0.0011206321988092,11.20632198809219,2017.1379578565943,24205.655494279134,66.31686436788803,0.1193977093998311,seniga,22,0.5093782721860086,3.0144029258130924,91.68808899348156,1100.2570679217788,0.005427168609083232
vallio terme,1406,0.001118246182772,11.1824618277201,2012.8431289896175,24154.11754787541,66.17566451472716,0.1191434914238201,vallio terme,20,0.559123091386005,3.308783225736358,100.64215644948088,1207.7058773937704,0.005957174571191005
sellero,1387,0.0011031347478696,11.031347478696857,1985.642546165434,23827.710553985205,65.28139877804166,0.1175334442424171,sellero,15,0.7354231652464571,4.352093251869444,132.37616974436227,1588.514036932347,0.007835562949494473
villachiara,1362,0.0010832512808929,10.832512808929428,1949.852305607297,23398.227667287563,64.10473333503442,0.1154149611089921,villachiara,26,0.4166351080357472,2.4655666667320935,74.9943194464345,899.9318333572139,0.004439036965730466
bione,1305,0.0010379169761859,10.379169761859693,1868.250557134745,22419.006685616936,61.421936124977904,0.1105848195647832,bione,14,0.7413692687042638,4.387281151784136,133.4464683667675,1601.3576204012097,0.007898915683198799
sonico,1204,0.0009575877695999,9.575877695999289,1723.6579852798716,20683.89582335846,56.668207735228656,0.1020261477057463,sonico,79,0.12121364172150999,0.7173190852560589,21.818455509871793,261.8214661184615,0.001291470224123371
tavernole sul mella,1203,0.0009567924309208,9.56792430920859,1722.2263756575464,20666.71650789056,56.62114111750837,0.1019414083804093,tavernole sul mella,28,0.3417115824717354,2.022183611339585,61.508084844912375,738.0970181389486,0.003640764585014618
tignale,1158,0.0009210021903627,9.210021903627222,1657.8039426529,19893.6473118348,54.50314332009534,0.0981281387402444,tignale,63,0.14619082386709875,0.8651292590491324,26.314348296077778,315.7721795529333,0.0015575895038134032
barghe,1137,0.0009043000781022,9.043000781022585,1627.7401405840649,19532.88168700878,53.514744347969256,0.0963486129081674,barghe,1,9.043000781022585,53.514744347969256,1627.7401405840649,19532.88168700878,0.0963486129081674
temù,1131,0.0008995280460278,8.9952804602784,1619.150482850112,19429.805794201344,53.23234464164752,0.0958401769561454,temù,87,0.10339402827906206,0.6118660303637646,18.610925090231174,223.33110108277407,0.0011016112293809816
limone sul garda,1127,0.0008963466913115,8.963466913115612,1613.42404436081,19361.08853232972,53.04407817076636,0.0955012196547974,limone sul garda,25,0.35853867652462446,2.1217631268306545,64.5369617744324,774.4435412931888,0.003820048786191896
cedegolo,1095,0.0008708958535813,8.708958535813306,1567.612536446395,18811.35043735674,51.5379464037171,0.0927895612440135,cedegolo,3,2.902986178604435,17.1793154679057,522.5375121487983,6270.45014578558,0.0309298537480045
zone,1021,0.0008120407913301,8.120407913301722,1461.67342439431,17540.08109273172,48.05501669241568,0.0865188511690756,zone,25,0.3248163165320689,1.922200667696627,58.4669369757724,701.6032437092689,0.003460754046763024
ono san pietro,966,0.0007682971639813,7.682971639813382,1382.9348951664088,16595.218741996905,45.46635271779974,0.0818581882755406,ono san pietro,20,0.3841485819906691,2.273317635889987,69.14674475832044,829.7609370998453,0.0040929094137770305
provaglio val sabbia,872,0.0006935353281487,6.935353281487856,1248.3635906678142,14980.36308801377,41.04209065209252,0.0738926916938628,provaglio val sabbia,22,0.31524333097672075,1.8655495750951145,56.74379957580973,680.9255949097168,0.0033587587133574
cevo,816,0.0006489963621208,6.489963621208819,1168.1934518175874,14018.321421811048,38.406360059756295,0.0691472894749908,cevo,71,0.09140793832688478,0.5409346487289619,16.45342889883926,197.4411467860711,0.0009739054855632507
saviore dell'adamello,795,0.0006322942498604,6.322942498604181,1138.1296497487526,13657.55579698503,37.41796108763022,0.0673677636429139,saviore dell'adamello,117,0.054042243577813516,0.3198116332276087,9.727603844006433,116.73124612807719,0.0005757928516488367
mura,777,0.0006179781536371,6.1797815363716335,1112.360676546894,13348.328118562727,36.570761968665,0.0658424557868479,mura,17,0.36351656096303725,2.151221292274412,65.4329809733467,785.1957716801604,0.003873085634520465
brione,749,0.0005957086706232,5.957086706232115,1072.2756071217807,12867.307285461367,35.252896672496895,0.0634697546774119,brione,5,1.191417341246423,7.050579334499379,214.45512142435615,2573.4614570922736,0.012693950935482378
braone,690,0.000548783688558,5.487836885580987,987.8106394045776,11853.727672854931,32.47596622699981,0.058470134482529,braone,17,0.3228139344459404,1.9103509545294006,58.106508200269275,697.2780984032313,0.0034394196754428826
cerveno,659,0.0005241281895069,5.241281895069377,943.4307411124878,11321.168893349854,31.01690107767083,0.0558432153970821,cerveno,31,0.169073609518367,1.0005451960538978,30.433249713306058,365.1989965596727,0.0018013940450671644
marmentino,657,0.0005225375121487,5.225375121487983,940.567521867837,11286.810262414045,30.92276784223025,0.0556737367464081,marmentino,32,0.16329297254649947,0.9663364950696953,29.392735058369905,352.7128207004389,0.0017398042733252532
losine,625,0.0004970866744185,4.970866744185677,894.7560139534218,10737.072167441062,29.41663607518099,0.0529620783356241,losine,7,0.7101238205979538,4.2023765821687125,127.82228770763167,1533.8674524915803,0.007566011190803443
vione,623,0.0004954959970604,4.954959970604282,891.8927947087708,10702.713536505247,29.32250283974041,0.0527925996849501,vione,50,0.09909919941208564,0.5864500567948082,17.837855894175416,214.05427073010495,0.001055851993699002
paspardo,579,0.0004605010951813,4.605010951813611,828.9019713264499,9946.8236559174,27.25157166004767,0.0490640693701222,paspardo,14,0.3289293537009722,1.9465408328605478,59.207283666174995,710.4874039941,0.003504576383580157
pertica bassa,555,0.0004414129668836,4.414129668836881,794.5433403906386,9534.520084687663,26.12197283476072,0.0470303255620342,pertica bassa,28,0.15764748817274574,0.9329276012414542,28.376547871094235,340.51857445313084,0.0016796544843583644
pertica alta,555,0.0004414129668836,4.414129668836881,794.5433403906386,9534.520084687663,26.12197283476072,0.0470303255620342,pertica alta,22,0.2006422576744037,1.1873624015800326,36.115606381392666,433.38727657671194,0.0021377420710015547
longhena,549,0.0004366409348092,4.366409348092699,785.9536826566857,9431.44419188023,25.839573128438985,0.0465218896100122,longhena,7,0.6237727640132427,3.691367589776998,112.27909752238368,1347.3491702686042,0.006645984230001742
cimbergo,533,0.0004239155159441,4.239155159441545,763.047928699478,9156.575144393735,25.086507244914348,0.0451660604046202,cimbergo,28,0.15139839855148374,0.8959466873183696,27.251711739267073,327.02054087120484,0.0016130735858792928
monno,512,0.0004072134036836,4.072134036836906,732.9841266306431,8795.809519567718,24.098108272788267,0.0433865345725433,monno,34,0.11976864814226194,0.7087678903761255,21.55835666560715,258.7002799872858,0.0012760745462512737
treviso bresciano,511,0.0004064180650046,4.064180650046209,731.5525170083176,8778.630204099813,24.05104165506798,0.0433017952472063,treviso bresciano,25,0.16256722600184836,0.9620416662027192,29.262100680332704,351.1452081639925,0.0017320718098882521
lavenone,486,0.0003865345980278,3.865345980278782,695.7622764501808,8349.14731740217,22.874376212060746,0.0411833121137813,lavenone,54,0.07158048111627374,0.4235995594826064,12.884486600929275,154.61383921115132,0.000762653928032987
anfo,447,0.0003555163895441,3.555163895441596,639.9295011794873,7679.154014153847,21.038778120969443,0.0378784784256383,anfo,27,0.13167273686820724,0.7792140044803497,23.701092636277306,284.41311163532765,0.0014029066083569742
lozio,352,0.0002799592150325,2.799592150325373,503.9265870585672,6047.119044702806,16.567449437541935,0.0298282425186235,lozio,32,0.08748725469766791,0.5177327949231855,15.747705845580224,188.97247014696268,0.0009321325787069844
incudine,343,0.0002728011669209,2.728011669209099,491.0421004576378,5892.505205491654,16.143849878059328,0.0290655885905905,incudine,36,0.07577810192247497,0.4484402743905369,13.640058346045494,163.68070015254594,0.0008073774608497362
capovalle,338,0.0002688244735255,2.688244735255614,483.8840523460105,5806.608628152126,15.90851678945788,0.0286418919639055,capovalle,34,0.07906602162516511,0.4678975526311141,14.231883892529721,170.78260671035665,0.0008424085871736912
paisco loveno,172,0.0001367982527999,1.3679825279998985,246.2368550399817,2954.84226047978,8.095458247889809,0.0145751639579637,paisco loveno,55,0.024872409599998153,0.14719014996163288,4.477033727999667,53.724404735996,0.00026500298105388545
valvestino,167,0.0001328215594046,1.3282155940464129,239.07880692835428,2868.9456831402517,7.860125159288359,0.0141514673312787,valvestino,41,0.03239550229381495,0.19171036973874048,5.83119041288669,69.97428495464028,0.0003451577397872854
irma,132,0.0001049847056372,1.0498470563720148,188.97247014696268,2267.669641763552,6.212793539078225,0.0111855909444838,irma,6,0.1749745093953358,1.035465589846371,31.495411691160445,377.94494029392536,0.0018642651574139668
magasa,106,8.430589998138907e-05,0.8430589998138907,151.75061996650032,1821.007439598004,4.989061478350696,0.0089823684857218,magasa,18,0.046836611100771704,0.27717008213059424,8.430589998138906,101.1670799776669,0.0004990204714289889
